# Annotazioni dei componenti di terze parti - traguardo T-03, criterio 5.
#
# Formato dichiarato in pipeline/README-COMPONENTI.md. Dati separati da tabulazione, righe di
# commento con «#». Il controllo scripts/verifica-registro-componenti.sh confronta questo file con
# la distinta generata e FA FALLIRE la costruzione quando un componente è presente nella distinta
# e assente da qui, oppure quando un componente ha licenza segnata come incompatibile o
# indeterminabile. Modificare questo file senza leggere il README produce quasi sempre un errore
# che il README avrebbe evitato.
#
componente	versione	licenza_dichiarata	compatibilita_apache_2_0	motivo_inclusione	canale_di_avviso
serialize-javascript	7.1.0	BSD-3-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira copy-webpack-plugin, css-minimizer-webpack-plugin. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
serve-handler	6.1.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/core. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
serve-index	1.9.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpack-dev-server. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
serve-static	1.16.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira express. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
set-function-length	1.2.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira call-bind. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
setprototypeof	1.2.0	ISC	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira express, http-errors. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
shallow-clone	3.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira clone-deep. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
shallowequal	1.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @slorber/react-helmet-async. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
shebang-command	2.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cross-spawn. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
shebang-regex	3.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira shebang-command. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
shell-quote	1.10.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira launch-editor. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
side-channel	1.1.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira qs. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
side-channel-list	1.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira side-channel. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
side-channel-map	1.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira side-channel, side-channel-weakmap. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
side-channel-weakmap	1.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira side-channel. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
signal-exit	3.0.7	ISC	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira execa, write-file-atomic. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
sirv	2.0.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpack-bundle-analyzer. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
sisteransi	1.0.5	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira prompts. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
sitemap	7.1.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/plugin-sitemap. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
skin-tone	2.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira node-emoji. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
slash	3.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira globby. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
snake-case	3.0.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @svgr/core. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
sockjs	0.3.24	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpack-dev-server. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
sort-css-media-queries	2.2.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-sort-media-queries. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
source-map	0.7.6	BSD-3-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @mdx-js/mdx, estree-util-to-js. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
source-map-js	1.2.1	BSD-3-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira css-tree, postcss. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
source-map-support	0.5.21	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira terser. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
space-separated-tokens	2.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira hast-util-to-estree, hast-util-to-jsx-runtime, hast-util-to-parse5 e altri 1. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
spdy	4.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpack-dev-server. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
spdy-transport	3.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira spdy. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
srcset	4.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/plugin-content-blog. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
statuses	2.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira express, finalhandler, http-errors e altri 1. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
std-env	3.10.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpackbar. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
strictdom	1.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira fastdom. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
string-width	5.1.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira boxen, widest-line, wrap-ansi. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
string_decoder	1.3.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira readable-stream. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
stringify-entities	4.0.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira mdast-util-directive, mdast-util-mdx-jsx. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
stringify-object	3.3.0	BSD-2-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/mdx-loader. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
strip-ansi	6.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira renderkid. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
strip-bom-string	1.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @11ty/gray-matter. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
strip-final-newline	2.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira execa. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
strip-json-comments	3.1.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira rtlcss. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
style-to-js	1.1.21	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira hast-util-to-estree, hast-util-to-jsx-runtime. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
style-to-object	1.0.14	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira style-to-js. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
stylehacks	6.1.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-merge-longhand. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
stylis	4.4.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira mermaid. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
supports-color	7.2.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira chalk. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
supports-preserve-symlinks-flag	1.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira resolve. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
svg-parser	2.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @svgr/plugin-jsx. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
svgo	3.3.5	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @svgr/plugin-svgo, postcss-svgo. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
tapable	2.3.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira enhanced-resolve, html-webpack-plugin, mini-css-extract-plugin e altri 1. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
terser	5.50.0	BSD-2-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira html-minifier-terser, minimizer-webpack-plugin, terser-webpack-plugin. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
terser-webpack-plugin	5.6.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/bundler. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
thingies	2.6.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @jsonjoy.com/fs-core, @jsonjoy.com/fs-fsa, @jsonjoy.com/fs-node e altri 2. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
thunky	1.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira multicast-dns. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
tiny-invariant	1.3.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira history, react-router, react-router-dom. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
